SampleID_old,DatabaseCode,SampleID,StationCode,SampleDate,SampleDate,Replicate,S2,S2QCmin,D18,D18QCmin,H20,H20QCmin,SoftAlgaeSampleTypesPresent,QualPresent,DiatomSamplePresent,totalDiatomCount,EntityCount,DiatomCountFlag,SoftAlgaeEntityCountFlag,numberPurged,purgedTaxa,propAchMin,QCsedtolPropValvesWithTraits,RAWsedtolhigh,QChaloPropValvesWithTraits,RAWhalo,QCsaprobityPropValvesWithTraits,RAWsapro,QCDOPropValvesWithTraits,RAWDO50,RAWDO100,QCTrophicStatePropValvesWithTraits,RAWeutro,QCNhetPropValvesWithTraits,RAWNhet,QCPtraitPropValvesWithTraits,RAWlowP,QCNtraitPropValvesWithTraits,RAWlowN,QCMotilityPropValvesWithTraits,RAWhighlymot,SCALEDAchMin,SCALEDsedtolhigh,SCALEDhalo,SCALEDsapro,SCALEDDO50,SCALEDDO100,SCALEDeutro,SCALEDNhet,SCALEDlowP,SCALEDlowN,SCALEDhighlymot,highDOCbRAW,highDOCbQCpropBiovolWithTraits,highDOCbQCpropTaxaWithTraits,nonrefbRAW,nonrefbQCpropBiovolWithTraits,nonrefbQCpropTaxaWithTraits,propBiovolChlorRAW,propBiovolChlorQCpropBiovolWithTraits,propBiovolChlorQCpropTaxaWithTraits,highCuspRAW,highCuspQCpropBiovolWithTraits,highCuspQCpropTaxaWithTraits,highDOCspRAW,highDOCspQCpropBiovolWithTraits,highDOCspQCpropTaxaWithTraits,nonrefspRAW,nonrefspQCpropBiovolWithTraits,nonrefspQCpropTaxaWithTraits,lowTPspRAW,lowTPspQCpropBiovolWithTraits,lowTPspQCpropTaxaWithTraits,propBiovolZHRRAW,propBiovolZHRQCpropBiovolWithTraits,propBiovolZHRQCpropTaxaWithTraits,propTaxaZHRspRAW,meanZHRRAW,totalBiovolGreenRAW,totalBiovolCRUSRAW,propGreenCRUSRAW,totalBiovolCRUSQCpropBiovolWithTraits,totalBiovolCRUSQCpropTaxaWithTraits,SCALEDhighCusp,SCALEDhighDOCsp,SCALEDlowTPsp,SCALEDmeanZHR,SCALEDnonrefsp,SCALEDhighDOCb,SCALEDnonrefb,SCALEDpropBiovolZHR,SCALEDpropBiovolChlor,SCALEDpropGreenCRUS
205R00174_4.23.13_1,RMC,205R00174_04232013_Algae_SWAMP_1,205R00174,4/23/13,4.23.13,1,27,1,34,0.693843594,29,0.693843594,Microalgae_Qualitative,Yes,Yes,601,,Adequate,Data missing,0,,0.018302829,0.983361065,0.382402707,0.866888519,0.441458733,0.856905158,0.561165049,0.830282862,0.741482966,0.042084168,0.860232945,0.727272727,0.820299501,0.097363083,0.693843594,0.069544365,0.732113145,0.065909091,0.983361065,0.358714044,1,3,2,5,3,1,4,8,1,1,2,0.018289328,1,1,0.014367268,1,1,0,1,1,0.166666667,1,1,0.666666667,1,1,0.5,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,5,1,0,0,0,9,9,0,10,10
207R00619_4.23.14_1,RMC,207R00619_04232014_Algae_SWAMP_1,207R00619,4/23/14,4.23.14,1,73,0.666666667,72,0.525,74,0.525,Microalgae,No,Yes,600,,Adequate,Data missing,1,Spirogyra sp 1_EcoA,0.05,0.986666667,0.070945946,0.958333333,0.059130435,0.958333333,0.546086957,0.955,0.935427574,0.45026178,0.955,0.506108202,0.955,0.064572426,0.525,0.101587302,0.905,0.05893186,0.986666667,0.070945946,2,9,9,5,8,7,7,8,2,1,8,0.0000295,0.988745207,0.666666667,0.0000295,0.988745207,0.666666667,0,1,1,0,0.988745207,0.666666667,0.5,0.988745207,0.666666667,0.5,0.988745207,0.666666667,0.5,0.988745207,0.666666667,0.999970834,1,1,0.666666667,0.833318751,0.988716042,0,0,1,1,10,4,10,10,0,10,10,10,10,10
207R00823_4.23.14_1,RMC,207R00823_04232014_Algae_SWAMP_1,207R00823,4/23/14,4.23.14,1,20,0.857142857,14,0.591666667,15,0.591666667,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,,Adequate,Data missing,0,,0.016666667,1,0.415,0.941666667,0.838938053,0.941666667,0.507964602,0.923333333,0.664259928,0.057761733,0.941666667,0.907964602,0.918333333,0.430127042,0.591666667,0.126760563,0.903333333,0.044280443,1,0.153333333,1,2,0,4,1,1,1,2,2,1,7,0.999995305,1,1,0.999995198,1,1,0.999998695,1,1,0.333333333,0.999998877,0.857142857,0.428571429,1,1,0.285714286,1,1,0,1,1,0,1,1,0,0,0.999998695,0.999995134,0.99999644,1,1,1,5,0,0,5,1,0,0,0,1
911M24913_4.23.15_1,SMC,911M24913_04232015_1,911M24913,4/23/15,4.23.15,1,63,0.692307692,NA,NA,NA,NA,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,No,NA,300,Inadequate,Adequate,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000283,0.999988252,0.846153846,0.00000652,0.999988252,0.846153846,0.0000109,1,1,0,0.99998777,0.692307692,0.181818182,0.999988252,0.846153846,0.090909091,0.999988252,0.846153846,0,0.999988252,0.846153846,0,1,1,0,0,0.006224378,0,0,0.999989066,0.95,10,9,0,0,9,10,10,0,10,10
911M24916_4.23.15_1,SMC,911M24916_04232015_1,911M24916,4/23/15,4.23.15,1,22,0.714285714,NA,0,NA,0,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,No,0,300,Inadequate,Adequate,4,"""Gomphonema cf lagenula",Halamphora subtilis,Nitzschia balcanica,"Tychonema sp 3""",0,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,,,,0.994684375,0.970095179,0.761904762,0.994674947,0,0,0.994971171,1,1,0.4,0.970095104,0.714285714,0.375,0.970095179,0.761904762,0.25,0.970095179,0.761904762,0,0,0,0.004983725,1,1,0.047619048,0.026301386,0.994971171,0.964927742,0,1,1,0,6,0,1,5,1,1
SMC00873_4.23.15_1,SMC,SMC00873_04232015_1,SMC00873,4/23/15,4.23.15,1,57,0.777777778,NA,0,NA,0,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,No,0,309,Inadequate,Adequate,0,,0,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087239875,0.99995895,0.888888889,0.108230449,0.99995895,0.888888889,0.20536663,0,0,0.142857143,0.999876714,0.777777778,0.2,0.99995895,0.888888889,0.15,0.99995895,0.888888889,0.1,0.99995895,0.888888889,0.01960672,0,0,0.155555556,0.087581138,0.248920979,0.087118906,0.349986195,0.99992647,0.948275862,6,8,4,2,8,9,9,1,8,6
205R00686_4.24.13_1,RMC,205R00686_04242013_Algae_SWAMP_1,205R00686,4/24/13,4.24.13,1,3,1,48,0.618181818,30,0.618181818,Macroalgae_Microalgae_Qualitative,Yes,Yes,605,,Adequate,Data missing,1,Heteroleibleinia pusilla,0.190082645,0.983471074,0.226890756,0.915702479,0.476534296,0.839669421,0.769685039,0.836363636,0.839920949,0.235177866,0.849586777,0.760700389,0.836363636,0.148221344,0.618181818,0.307486631,0.897520661,0.211786372,0.983471074,0.223529412,6,6,1,7,6,4,3,7,4,3,5,0.999862733,1,1,0.999862633,1,1,0.999999008,1,1,0.444444444,1,1,0.666666667,1,1,0.555555556,1,1,0,1,1,0,1,1,0,0,0.999999008,0.95942138,0.959422332,1,1,0,1,0,0,0,1,0,0,0,1
205R00878_4.24.13_1,RMC,205R00878_04242013_Algae_SWAMP_1,205R00878,4/24/13,4.24.13,1,30,1,16,0.81,24,0.81,Macroalgae_Microalgae_Qualitative,Yes,Yes,600,,Adequate,Data missing,0,,0,0.946666667,0.757042254,0.896666667,0.100371747,0.883333333,0.149056604,0.876666667,0.313688213,0.076045627,0.89,0.880149813,0.81,0.71399177,0.836666667,0.007968127,0.89,0,0.946666667,0.73415493,0,0,8,0,0,1,1,0,0,0,0,0.685211956,1,1,0.685210312,1,1,0.685206734,1,1,0.166666667,1,1,0.833333333,1,1,0.5,1,1,0.166666667,1,1,0.314788044,1,1,0.166666667,0.240727355,0.999994778,0.685206734,0.685210312,1,1,5,0,6,4,0,3,3,4,3,3
206R00407_4.24.14_1,RMC,206R00407_04242014_Algae_SWAMP_1,206R00407,4/24/14,4.24.14,1,48,0.666666667,38,0.512068966,44,0.512068966,Microalgae,No,Yes,580,,Adequate,Data missing,0,,0,0.986206897,0.526223776,0.872413793,0.211462451,0.84137931,0.782786885,0.586206897,0.847058824,0.079411765,0.618965517,0.832869081,0.582758621,0.139053254,0.512068966,0.003367003,0.55862069,0.00308642,0.986206897,0.522727273,0,0,6,8,6,1,2,7,0,0,0,0.230356473,1,1,0.230356473,1,1,0,1,1,0,0.973255661,0.666666667,0.333333333,1,1,0.333333333,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,10,6,0,0,3,7,7,0,10,10
204R00967_4.25.13_1,RMC,204R00967_04252013_Algae_SWAMP_1,204R00967,4/25/13,4.25.13,1,2,1,2,0.897009967,1,0.897009967,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,602,,Adequate,Data missing,0,,0.009966777,0.986710963,0.732323232,0.918604651,0.819168174,0.916943522,0.09057971,0.897009967,0.192592593,0.051851852,0.916943522,0.949275362,0.897009967,0.861111111,0.905315615,0.040366972,0.880398671,0.011320755,0.986710963,0.087542088,1,0,0,0,0,1,1,0,1,1,8,0.99997802,1,1,0.99997802,1,1,0.999977139,1,1,0.4,1,1,0.8,1,1,0.8,1,1,0,1,1,0,1,1,0,0,0.999977139,0.999976259,0.999999121,1,1,0,0,0,0,0,1,0,0,0,1
202PES162_4.27.09_1,SWAMP,202PES162_04272009_1,202PES162,4/27/09,4.27.09,1,30,1,28,0.886666667,32,0.886666667,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,300,Adequate,Adequate,0,,0.076666667,1,0.478333333,0.955,0.490401396,0.955,0.312390925,0.955,0.996509599,0.097731239,0.955,0.895287958,0.955,0.493891798,0.886666667,0.101503759,0.945,0.095238095,1,0.478333333,3,1,1,2,9,2,1,1,2,2,0,0.989409705,1,1,0.989409705,1,1,0.989405686,1,1,0.4,1,1,0.4,1,1,0.4,1,1,0.2,1,1,0.010589408,1,1,0.4,0.205294704,0.989405686,0.989405686,1,1,1,0,5,7,4,2,1,1,1,1,0
902S00565_4.27.09_1,SWAMP,902S00565_04272009_1,902S00565,4/27/09,4.27.09,1,2,1,50,0.413333333,31,0.413333333,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,300,Adequate,Adequate,0,,0.01,1,0.151666667,0.835,0.249500998,0.83,0.662650602,0.823333333,0.844129555,0.491902834,0.83,0.497991968,0.83,0.168674699,0.413333333,0.028225806,0.431666667,0.027027027,1,0.151666667,1,7,5,6,6,8,7,6,1,1,7,1,1,1,0.999999358,1,1,0.999990274,1,1,0.6,1,1,0.8,1,1,0.6,1,1,0,1,1,0,1,1,0,0,0.999990274,0.999989717,0.999999443,1,1,0,0,0,0,0,0,0,0,0,1
204AHOACR_4.27.15_1,SWAMP,204AHOACR_04272015_1,204AHOACR,4/27/15,4.27.15,1,73,0.456483553,NA,NA,NA,NA,Microalgae_Qualitative,Yes,No,NA,160,Inadequate,Inadequate,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002302316,0.456483553,0.7,0.002302316,0.456483553,0.7,0,1,1,0.142857143,0.456483553,0.7,0.285714286,0.456483553,0.7,0.285714286,0.456483553,0.7,0.285714286,0.456483553,0.7,0.454031411,1,1,0.4,0.427015706,0.340650289,0,0,1,1,6,7,9,7,5,9,9,5,10,10
405M10596_4.27.15_1,SWAMP,405M10596_04272015_1,405M10596,4/27/15,4.27.15,1,50,0.238188973,22,0.865224626,28,0.238188973,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,601,464,Adequate,Adequate,0,,0.003327787,1,0.405990017,0.990016639,0.569747899,0.990016639,0.179831933,0.990016639,0.857142857,0.077310924,0.990016639,0.87394958,0.941763727,0.376325088,0.865224626,0.003846154,0.865224626,0.003846154,1,0.405990017,1,2,0,0,6,1,2,3,0,0,1,0.229127613,0.282041546,0.774193548,0.012368383,0.282041546,0.774193548,0.202500039,0,0,0.25,0.238188973,0.64516129,0.333333333,0.282041546,0.774193548,0.166666667,0.282041546,0.774193548,0.041666667,0.282041546,0.774193548,0.077460187,0,0,0.129032258,0.103246223,0.199841364,0,0,0.986870745,0.952380952,3,6,2,2,7,7,9,1,8,10
911NCPCR2_4.28.09_1,SWAMP,911NCPCR2_04282009_1,911NCPCR2,4/28/09,4.28.09,1,85,0.144732412,78,0.775,82,0.144732412,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,300,Adequate,Adequate,0,,0.17,1,0.035,0.958333333,0.048695652,0.948333333,0.513181019,0.855,0.970760234,0.343079922,0.858333333,0.615533981,0.775,0.062365591,0.846666667,0.293307087,0.946666667,0.267605634,1,0.035,5,9,9,4,9,5,5,8,4,4,9,0.232887134,0.150188681,0.838709677,0.232817507,0.150188681,0.838709677,0.085246504,1,1,0,0.144732412,0.741935484,0.115384615,0.150188681,0.838709677,0.115384615,0.150188681,0.838709677,0.192307692,0.150188681,0.838709677,0.06488425,1,1,0.483870968,0.274377609,0.145092371,0,0,1,1,10,10,7,5,9,7,7,1,9,10
204IND200_4.28.15_1,SWAMP,204IND200_04282015_1,204IND200,4/28/15,4.28.15,1,57,0.818181818,70,0.408333333,69,0.408333333,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,300,Adequate,Adequate,0,,0.021666667,1,0.03,0.788333333,0.467230444,0.653333333,0.897959184,0.641666667,0.98961039,0.044155844,0.785,0.760084926,0.641666667,0.036363636,0.408333333,0.432653061,0.766666667,0.239130435,1,0.03,1,9,2,9,9,1,3,9,6,3,9,0.943293313,1,1,0.94327939,1,1,0.948872123,1,1,0.111111111,0.994355763,0.818181818,0.272727273,1,1,0.181818182,1,1,0.272727273,1,1,0.04708551,1,1,0.272727273,0.159906392,0.948872123,0.943274226,0.994100474,1,1,7,7,9,3,7,1,1,1,1,1
403R4S117_4.28.15_1,SWAMP,403R4S117_04282015_1,403R4S117,4/28/15,4.28.15,1,67,0.722222222,18,0.691666667,35,0.691666667,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,301,Adequate,Adequate,0,,0,1,0.37,0.883333333,0.603773585,0.883333333,0.09245283,0.806666667,0.361570248,0.037190083,0.883333333,0.871698113,0.806666667,0.26446281,0.691666667,0.01686747,0.691666667,0.01686747,1,0.37,0,3,0,0,0,1,2,5,1,1,2,0.010494855,0.995816952,0.777777778,0.000997266,0.995816952,0.777777778,0.0000394,1,1,0.076923077,0.995800205,0.722222222,0.214285714,0.995816952,0.777777778,0.071428571,0.995816952,0.777777778,0.071428571,0.995816952,0.777777778,0.020676364,1,1,0.055555556,0.03811596,0.0000394,0,0,1,1,8,8,3,1,10,9,10,1,10,10
403R4S137_4.28.15_1,SWAMP,403R4S137_04282015_1,403R4S137,4/28/15,4.28.15,1,35,0.630434783,6,0.731343284,14,0.630434783,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,603,390,Adequate,Adequate,0,,0.00331675,1,0.505804312,0.772802653,0.566523605,0.772802653,0.446351931,0.772802653,0.710300429,0.030042918,0.772802653,0.957081545,0.772802653,0.899141631,0.731343284,0.009070295,0.742951907,0.008928571,1,0.499170813,1,0,0,3,2,1,0,0,1,0,0,0.672436538,0.827734584,0.760869565,0.646903579,0.827734584,0.760869565,0.834303746,0,0,0.310344828,0.817410027,0.630434783,0.342857143,0.827734584,0.760869565,0.171428571,0.827734584,0.760869565,0.028571429,0.827734584,0.760869565,0.003448836,0,0,0.02173913,0.012593983,0.834283659,0.531107952,0.636603566,0.986181681,0.944444444,2,6,1,1,7,3,4,1,2,4
403R4S211_4.28.15_1,SWAMP,403R4S211_04282015_1,403R4S211,4/28/15,4.28.15,1,70,0.75,22,0.735973597,38,0.735973597,Microalgae_Qualitative,Yes,Yes,606,300,Adequate,Adequate,0,,0,0.991749175,0.292845258,0.95709571,0.618965517,0.892739274,0.23844732,0.851485149,0.352713178,0.100775194,0.937293729,0.857394366,0.851485149,0.176356589,0.735973597,0.024663677,0.772277228,0.023504274,0.991749175,0.274542429,0,4,0,1,0,2,2,6,1,1,4,0.049445231,0.984667714,0.75,0.012699844,0.984667714,0.75,0.003247605,1,1,0.111111111,0.984667714,0.75,0.222222222,0.984667714,0.75,0.111111111,0.984667714,0.75,0.111111111,0.984667714,0.75,0.263222733,1,1,0.166666667,0.2149447,0.003247605,0,0,1,1,7,8,4,4,9,9,9,3,9,10
906M23318_4.28.15_1,SMC,906M23318_04282015_1,906M23318,4/28/15,4.28.15,1,48,0.756097561,NA,0,NA,0,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,No,0,314,Inadequate,Adequate,5,"""Halamphora tenerrima",Achnathes sp 18,Navicula cf salinicola,Nitzschia bita,"Microchaete investiens""",0,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,,,,,0.625117503,0.999981959,0.829268293,0,0,0.829268293,0.882108706,0.999996044,0.951219512,0.129032258,0.999981046,0.756097561,0.205882353,0.999981959,0.829268293,0.147058824,0.999981959,0.829268293,0,0,0.829268293,0.044090176,0.999996044,0.951219512,0.219512195,0.131801185,0.882105217,0,0,0,0,6,8,2,2,8,4
204IND200_4.29.08_1,SWAMP,204IND200_04292008_1,204IND200,4/29/08,4.29.08,1,73,0.570661755,78,0.555,72,0.555,Microalgae,No,Yes,600,300,Adequate,Adequate,0,,0.133333333,1,0.071666667,0.641666667,0.103896104,0.641666667,0.550649351,0.641666667,0.961038961,0.244155844,0.641666667,0.633766234,0.641666667,0.101298701,0.555,0.378378378,0.558333333,0.376119403,1,0.071666667,4,9,8,5,9,4,5,8,5,5,8,0.018453821,0.570661755,0.8,0,0.570661755,0.8,0,1,1,0.25,0.570661755,0.8,0.25,0.570661755,0.8,0,0.570661755,0.8,0.25,0.570661755,0.8,0.429338245,1,1,0.2,0.314669123,0,0,0,1,1,3,8,8,5,10,9,10,5,10,10
201RDW080_4.29.09_1,SWAMP,201RDW080_04292009_1,201RDW080,4/29/09,4.29.09,1,52,0.928571429,34,0.935,44,0.928571429,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,300,Adequate,Adequate,0,,0.093333333,1,0.435,0.988333333,0.418212479,0.985,0.296108291,0.981666667,0.986417657,0.149405772,0.975,0.820512821,0.965,0.431778929,0.935,0.162210339,0.97,0.156357388,1,0.435,3,2,2,1,9,2,2,2,2,2,0,0.367049308,1,0.928571429,0.358763835,1,0.928571429,0.666084862,1,1,0.153846154,1,0.928571429,0.307692308,1,0.928571429,0.230769231,1,0.928571429,0.153846154,1,0.928571429,0.000267207,1,1,0.214285714,0.107276461,0.666084862,0.357116919,0.536143274,1,1,6,7,5,2,6,6,6,1,3,5
801WE1132_4.29.09_1,SWAMP,801WE1132_04292009_1,801WE1132,4/29/09,4.29.09,1,52,1,76,0.326666667,72,0.326666667,Macroalgae_Microalgae_Qualitative,Yes,Yes,600,300,Adequate,Adequate,0,,0.013333333,1,0.061666667,0.963333333,0.079584775,0.943333333,0.174911661,0.93,0.965949821,0.032258065,0.943333333,0.885159011,0.93,0.051971326,0.326666667,0.214285714,0.896666667,0.713754647,1,0.06,1,9,8,0,9,1,1,9,3,9,9,0.999986805,1,1,0.0000554,1,1,0.0000037,1,1,0,1,1,0.5,1,1,0.166666667,1,1,0,1,1,0,1,1,0,0,0.0000037,0,0,1,1,10,4,0,0,7,1,10,0,10,10
905S01953_4.29.09_1,SWAMP,905S01953_04292009_1,905S01953,4/29/09,4.29.09,1,62,0.764705882,38,0.44,46,0.44,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,300,Adequate,Adequate,0,,0,0.965,0.151986183,0.503333333,0.311258278,0.503333333,0.201986755,0.503333333,0.771523179,0.006622517,0.503333333,0.986754967,0.503333333,0.28807947,0.44,0.003787879,0.506666667,0.003289474,0.965,0.127806563,0,7,4,0,4,0,0,4,0,0,7,0.150069508,0.999995033,0.823529412,0.120104217,0.999995033,0.823529412,0.559744014,1,1,0.076923077,0.999995033,0.764705882,0.285714286,0.999995033,0.823529412,0.214285714,0.999995033,0.823529412,0.071428571,0.999995033,0.823529412,0.410268657,1,1,0.176470588,0.293369623,0.559744014,0.120093761,0.214551219,0.999995033,0.913043478,8,7,3,5,6,8,8,4,4,8
207R00271_4.29.13_1,RMC,207R00271_04292013_Algae_SWAMP_1,207R00271,4/29/13,4.29.13,1,3,0.8,38,0.716666667,24,0.716666667,Macroalgae_Microalgae_Qualitative,Yes,Yes,600,,Adequate,Data missing,1,Luticola ventricosa,0,0.99,0.198653199,0.788333333,0.374207188,0.781666667,0.360341151,0.775,0.658064516,0.025806452,0.785,0.828025478,0.771666667,0.105831533,0.716666667,0.041860465,0.751666667,0.039911308,0.99,0.185185185,0,6,3,2,1,1,2,8,1,1,6,0.999977454,0.999940374,0.8,0.499988727,0.999940374,0.8,0.499958915,1,1,0.5,0.999940374,0.8,0.75,0.999940374,0.8,0.5,0.999940374,0.8,0,0.999940374,0.8,0,1,1,0.2,0.1,0.499958915,0.499958915,1,0.999940374,0.857142857,0,0,0,2,0,1,5,0,5,0
207R00532_4.29.13_1,RMC,207R00532_04292013_Algae_SWAMP_1,207R00532,4/29/13,4.29.13,1,13,0.562581574,20,0.61,16,0.562581574,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,,Adequate,Data missing,0,,0.003333333,0.98,0.43877551,0.816666667,0.704081633,0.765,0.442265795,0.765,0.538126362,0.034858388,0.771666667,0.857451404,0.735,0.054421769,0.61,0.027322404,0.655,0.025445293,0.98,0.421768707,1,1,0,3,0,1,2,8,1,1,0,0.999998495,0.562581574,0.8,0.77752,0.562581574,0.8,0.874836851,1,1,0.25,0.562581574,0.8,0.75,0.562581574,0.8,0.5,0.562581574,0.8,0,0.562581574,0.8,0,1,1,0,0,0.874836851,0.437418426,0.5,1,1,3,0,0,0,0,1,2,0,2,5
911NP9ATC_4.29.14_1,SWAMP,911NP9ATC_04292014_1,911NP9ATC,4/29/14,4.29.14,1,93,0.761904762,78,0.778333333,82,0.761904762,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,301,Adequate,Adequate,0,,0.04,1,0.08,0.853333333,0.046875,0.853333333,0.830078125,0.828333333,0.967806841,0.201207243,0.785,0.740976645,0.828333333,0.050301811,0.778333333,0.280513919,0.811666667,0.291581109,1,0.08,2,8,9,8,9,3,3,9,4,4,8,0.0000451,0.999915105,0.857142857,0.0000451,0.999915105,0.857142857,0,1,1,0.0625,0.999843906,0.761904762,0.111111111,0.999915105,0.857142857,0.111111111,0.999915105,0.857142857,0.277777778,0.999915105,0.857142857,0.999498322,1,1,0.333333333,0.666415828,0.06840079,0,0,1,1,8,10,9,10,9,10,10,10,10,10
911NP9UCW_4.29.14_1,SWAMP,911NP9UCW_04292014_1,911NP9UCW,4/29/14,4.29.14,1,85,0.727272727,84,0.791666667,81,0.727272727,Epiphyte_Macroalgae_Microalgae,No,Yes,600,564,Adequate,Adequate,0,,0.085,1,0.181666667,0.921666667,0.045207957,0.921666667,0.873417722,0.911666667,0.97440585,0.197440585,0.915,0.593806922,0.911666667,0.07678245,0.791666667,0.829473684,0.801666667,0.879417879,1,0.181666667,3,6,9,9,9,3,5,8,10,10,6,0.000285661,0.999906154,0.848484848,0.018821844,0.999906154,0.848484848,0.06632238,1,1,0.125,0.999807674,0.727272727,0.107142857,0.999906154,0.848484848,0.107142857,0.999906154,0.848484848,0.214285714,0.999906154,0.848484848,0.933111437,1,1,0.272727273,0.602919355,0.37632392,0,0,1,1,6,10,7,9,9,10,9,10,9,10
309CAW130_4.29.15_1,SWAMP,309CAW130_04292015_1,309CAW130,4/29/15,4.29.15,1,88,0.604558792,NA,NA,NA,NA,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,No,NA,300,Inadequate,Adequate,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000402,0.987984735,0.735294118,0.000424851,0.98798886,0.764705882,0.383862252,0,0,0.045454545,0.604558792,0.647058824,0.12,0.987984735,0.735294118,0.076923077,0.98798886,0.764705882,0.192307692,0.98798886,0.764705882,0.616100624,0,0,0.411764706,0.513932665,0.640400138,0,0,0.999973308,0.93877551,8,10,7,8,10,10,10,7,6,10
403R4S193_4.29.15_1,SWAMP,403R4S193_04292015_1,403R4S193,4/29/15,4.29.15,1,42,0.85,44,0.671902269,45,0.671902269,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,573,301,Adequate,Adequate,3,"""Nitzschia bita",Rhoicosphenia lowei,"Tychonema sp 3""",0,1,0.282722513,0.835951134,0.33611691,0.82547993,0.674418605,0.764397906,0.840182648,0.075342466,0.828970332,0.84,0.764397906,0.162100457,0.671902269,0.01038961,0.767888307,0.018181818,1,0.282722513,0,4,4,6,6,1,2,7,1,1,4,0.999989315,0.999977204,0.9,0.999970447,0.999977204,0,0,1,1,0.176470588,0.999977009,0.85,0.166666667,0.999977204,0.9,0.111111111,0.999977204,0.9,0,0.999977204,0,0,1,1,0.05,0.025,0.999943448,0.999939726,0.999996278,0,0,5,9,0,1,9,1,0,0
403R4S193_4.29.15_2,SWAMP,403R4S193_04292015_2,403R4S193,4/29/15,4.29.15,2,33,0.789473684,50,0.67486819,46,0.67486819,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,569,300,Adequate,Adequate,3,"""Nitzschia bita",Rhoicosphenia lowei,"Tychonema sp 3""",0,1,0.233743409,0.898066784,0.254403131,0.894551845,0.730844794,0.803163445,0.875273523,0.026258206,0.878734622,0.878,0.799648506,0.136263736,0.67486819,0.013020833,0.785588752,0.015659955,1,0.233743409,0,5,5,7,7,1,2,7,1,1,5,0.99998718,0.999973782,0.894736842,0.969964983,0.999973782,0,0,1,1,0.2,0.999973652,0.789473684,0.235294118,0.999973782,0.894736842,0.176470588,0.999973782,0.894736842,0,0.999973782,0,0,1,1,0,0,0.969937687,0.969933559,0.999995743,0,0,4,8,0,0,7,1,1,0
404R4S015_4.29.15_1,SWAMP,404R4S015_04292015_1,404R4S015,4/29/15,4.29.15,1,37,0.777777778,64,0.115,48,0.115,Epiphyte_Macroalgae_Microalgae_Qualitative,Yes,Yes,600,1094,Adequate,Adequate,0,,0.003333333,0.998333333,0.070116861,0.43,0.197674419,0.43,0.813953488,0.43,0.992248062,0.740310078,0.43,0.259689922,0.43,0.162790698,0.115,0.028985507,0.115,0.028985507,0.998333333,0.066777963,1,9,6,8,9,10,10,7,1,1,8,0.025635853,0.835153384,0.861111111,0.004574723,0.835153384,0.861111111,0.811165519,1,1,0.357142857,0.835047603,0.777777778,0.483870968,0.835153384,0.861111111,0.258064516,0.835153384,0.861111111,0.032258065,0.835153384,0.861111111,0.020128121,1,1,0.083333333,0.051730727,0.811165519,0,0,1,1,0,4,2,1,5,9,9,1,2,10
